review_date,handle,helpfulness_rating,review,sentiment,cleaned_text
"June 3, 2021",Rob Jones,,"The coffeemaker works as promised. However, the rubber stopper at the bottom will get a coffee grind in it from time to time. The result of having said grind under the stopper is hot coffee dripping out and onto your counter. In addition, the gauge to see how much coffee is still in the container fogs up, and cannot be read.",positive,coffeemaker work promise however rubber stopper bottom get coffee grind time time result say grind stopper hot coffee drip onto counter addition gauge see much coffee still container fog cannot read
"February 12, 2019",Lillian D Beyer,,"we love this coffee maker.  it doesn't have a glass carafe so nothing to break.  You make the coffee like you normally would, but use your cup underneath to get the coffee out.  I'ts cleaner and more convenient than a regular coffee maker.",positive,love coffee maker glass carafe nothing break make coffee like normally would use cup underneath get coffee ts clean convenient regular coffee maker
"January 11, 2021",heavy 5819,,"No spilling cause you are still half asleep, no pot to wash just good coffee ready when wake.",positive,spilling cause still half asleep pot wash good coffee ready wake
"June 9, 2020",Tari P,,"have noticed with my last 3 purchases, the separate parts do not fit as snug. love the lower price",positive,notice last purchase separate part fit snug love low price
"April 9, 2019",D. Szymanski,,"Coffee maker works great!  I have a tiny issue with pouring water from the 'basket' into the machine, but I guess that's just me.  Love the dispenser way of getting coffee instead of having to pour it.",positive,coffee maker work great tiny issue pour water basket machine guess love dispenser way get coffee instead pour
"February 23, 2020",Wen,,Enjoyed my own so bought this as a gift. Love that you don’t need a coffee pot.,positive,enjoy bought gift love need coffee pot
"November 19, 2019",SaraZ,,I love this because there is no glass pot to worry about breaking! Easy to clean,positive,love glass pot worry break easy clean
"May 11, 2014",Just Me,,"Been using mine for about a year now, and so far I've had no problems with it at all. It's got a decent range of functions for a coffee machine, has a pretty decent capacity, and works great for my needs. The only thing I don't much care for is the height.  You can fit a regular size coffee cup in to fill it up quite easily enough, but if you want to fill a travel cup or anything taller you have to fill it at somewhat of an awkward angle, which can lead to a little bit of clean up later.  Other than that I'm very happy with this coffee maker.",positive,use mine year far problem get decent range function coffee machine pretty decent capacity work great need thing much care height fit regular size coffee cup fill quite easily enough want fill travel cup anything taller fill somewhat awkward angle lead little bit clean later happy coffee maker
"October 25, 2020",Bryan,,"Had to go with 4 stars as it was missing the front rubber stops so have to use double sided tape so it doesn’t slide on counter, amazon gave a 5.00 credit for the issue and won’t need to return.",positive,go star miss front rubber stop use double sided tape slide counter amazon give 00 credit issue need return
"May 5, 2016",PJ,,"A friend of mine had one of the older versions of this around the time Keurig became so popular. I was always pretty impressed with how innovative it was and how it seemed to keep the coffee at just the right temp and was super convenient to use. As soon as my parents and sister saw mine, they ended up getting them, too..",positive,friend mine one old version around time keurig become popular always pretty impressed innovative seem keep coffee right temp super convenient use soon parent sister saw mine end get
"April 13, 2018",Amazon Customer,,So far no issues. Love this coffee pot. Easy to use and clean. Love that i don’t have to deal with a pot. Not a fan of the pod coffee makers. I’ve had a very expensive one and didn’t care for it. Fill like his is easier to clean and there is less bacteria build up.,positive,far issue love coffee pot easy use clean love deal pot fan pod coffee maker expensive one care fill like easy clean less bacteria build
"May 21, 2021",kyle,,Love my new coffee maker. Fresh flavor and easy to use an clean. No standing water in a tank.,positive,love new coffee maker fresh flavor easy use clean stand water tank
